,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"zeta[38,190]",0.406251,0.00813838,0.360981,0.363212,-0.202619,0.428625,0.972567,2030.23,1555.56,0.999627
"zeta[38,191]",0.30721,0.00780882,0.373732,0.364797,-0.335653,0.320569,0.88119,2324.92,1591.89,1.00066
"zeta[38,192]",0.389053,0.00725444,0.374532,0.381362,-0.240496,0.398528,0.989531,2709.56,1620.72,0.99987
"zeta[38,193]",0.523569,0.00795895,0.37051,0.375676,-0.0918648,0.5235,1.12996,2168.32,1823.38,1.00039
"zeta[38,194]",0.5792,0.0088688,0.35055,0.338329,0.000394317,0.584692,1.1582,1767.72,1664.24,1.00003
"zeta[38,195]",0.405404,0.00732381,0.355632,0.351289,-0.1905,0.410322,0.970803,2405.09,1741.85,1.00057
"zeta[38,196]",0.461157,0.0075445,0.371273,0.373601,-0.153632,0.460964,1.06414,2452.27,1685.27,1.00125
"zeta[38,197]",0.593387,0.00763786,0.350978,0.350126,0.00830177,0.591233,1.16269,2130.62,1706.17,1.00092
"zeta[38,198]",0.709081,0.00692279,0.346542,0.346512,0.135445,0.710874,1.27199,2530.03,1795.71,1.00096
"zeta[38,199]",0.477335,0.00731432,0.372753,0.37362,-0.138627,0.487341,1.07814,2663.33,1790.47,1.0012
"zeta[38,200]",0.696426,0.00857801,0.41905,0.430074,-0.000103913,0.690177,1.37572,2389.4,1775.22,1.00084
"zeta[38,201]",0.931102,0.00713531,0.338939,0.342131,0.37229,0.945519,1.48256,2357.35,1719.19,0.999854
"zeta[38,202]",0.836078,0.00759122,0.332011,0.328062,0.261547,0.83777,1.36796,2038.6,1678.65,1.00068
"zeta[38,203]",0.866618,0.0073985,0.317625,0.307513,0.340397,0.871505,1.36812,1879.86,1543.73,0.99974
"zeta[38,204]",1.06667,0.00760898,0.321657,0.316219,0.503084,1.07494,1.58039,1799.53,1583.69,1.00013
"zeta[38,205]",0.68721,0.00733076,0.363825,0.355063,0.0556977,0.68918,1.27967,2561.73,1458.06,0.999687
"zeta[38,206]",0.715261,0.00995254,0.485086,0.473061,-0.0719633,0.703558,1.51807,2376.7,1266.36,1.00099
"zeta[38,207]",0.745817,0.00939262,0.495801,0.486302,-0.0910822,0.747001,1.55172,2785.59,1391.74,1.00262
"zeta[38,208]",0.775565,0.00728936,0.381371,0.375445,0.133421,0.785076,1.39794,2758.03,1337.15,1.00066
"zeta[38,209]",1.09079,0.00809922,0.405223,0.40962,0.426974,1.08373,1.76426,2504.8,1723.59,1.00152
"zeta[38,210]",1.41,0.0066158,0.291727,0.293762,0.918196,1.42005,1.88027,2056.01,1728.11,1.00059
"zeta[38,211]",1.76163,0.00723041,0.259249,0.267987,1.33282,1.76537,2.17473,1363.26,1934.65,1.00223
"zeta[38,212]",2.20834,0.00623585,0.226079,0.223457,1.8181,2.21,2.57706,1350.43,1526.43,0.999776
"zeta[38,213]",2.25217,0.00670371,0.225608,0.228669,1.87177,2.25579,2.60384,1170.03,1586.5,1.00044
"zeta[38,214]",2.56266,0.00613187,0.208318,0.20815,2.21706,2.56402,2.90064,1168.95,1781.32,1.00023
"zeta[38,215]",2.61648,0.00631348,0.207314,0.212961,2.27124,2.62375,2.9374,1082.12,1438.45,1.00156
"zeta[38,216]",2.96314,0.00586655,0.184515,0.182308,2.64774,2.96732,3.25021,1027.58,1345.47,1.00059
"zeta[38,217]",3.44333,0.00534887,0.166376,0.159424,3.17299,3.44604,3.71218,970.425,1432.66,1.00096
"zeta[38,218]",3.30585,0.00698208,0.173998,0.174465,3.02341,3.31171,3.59039,651.416,1205.63,1.00176
"zeta[38,219]",3.60655,0.00452284,0.156878,0.165317,3.35133,3.60609,3.86171,1252.86,1414.38,1.00144
"zeta[38,220]",3.56283,0.00552236,0.164138,0.15995,3.29807,3.561,3.83371,878.346,1226.06,1.00186
"zeta[38,221]",3.5968,0.00566373,0.163013,0.158646,3.32447,3.59906,3.86124,853.323,1477.77,1.0019
"zeta[38,222]",3.11149,0.00485644,0.17756,0.172886,2.81664,3.11511,3.40055,1346.39,1684.66,0.999773
"zeta[38,223]",2.96678,0.00659755,0.184685,0.194895,2.66983,2.96962,3.27091,866.615,1334.73,1.00205
"zeta[38,224]",2.9588,0.00569877,0.184451,0.186785,2.66079,2.96335,3.26164,1025.58,1546.77,1.00165
"zeta[38,225]",2.87396,0.00504299,0.188736,0.182797,2.56881,2.87361,3.1803,1408.77,1631.49,0.999595
"zeta[38,226]",2.72378,0.005859,0.19946,0.198001,2.39196,2.73508,3.04642,1159.36,1413.64,1.00128
"zeta[38,227]",2.71111,0.00543816,0.203266,0.196734,2.37499,2.7127,3.04907,1409.36,1318.96,1.00027
"zeta[38,228]",2.36353,0.00595672,0.220932,0.218906,1.99474,2.36904,2.69639,1370.2,1018.77,1.0002
"zeta[38,229]",2.16789,0.00612739,0.230627,0.223028,1.79108,2.16952,2.55031,1492.34,1726.42,1.0008
"zeta[38,230]",2.0192,0.00675647,0.242994,0.246238,1.61421,2.022,2.42097,1364.48,1685.53,1.0014
"zeta[38,231]",1.44463,0.00655437,0.281275,0.293874,1.00682,1.44967,1.89762,1853.91,1665.42,1.00136
"zeta[38,232]",0.773533,0.00788044,0.342388,0.348604,0.192601,0.790667,1.31606,1890.78,1600.81,1.00166
"zeta[38,233]",0.196476,0.00793256,0.387919,0.394438,-0.465549,0.213891,0.814646,2444.86,1691.48,0.999772
"zeta[38,234]",-0.0479225,0.00924013,0.471765,0.477822,-0.822483,-0.0531005,0.721411,2653.06,1718.25,1.00012
"zeta[38,235]",-0.283293,0.00946408,0.491492,0.499298,-1.10219,-0.272835,0.489192,2883.63,1814.66,1.00079
"zeta[38,236]",-0.498053,0.0108621,0.559553,0.553896,-1.42297,-0.472611,0.384278,2683.98,1476.85,1.00031
"zeta[38,237]",-0.727474,0.010556,0.558895,0.55571,-1.66935,-0.686643,0.148085,2924.55,1642.39,0.999612
"zeta[38,238]",-0.841841,0.0118763,0.604498,0.596626,-1.85887,-0.834539,0.119155,2641.36,1725.44,1.00107
"zeta[38,239]",-0.954821,0.0114713,0.620779,0.62714,-2.04172,-0.93103,0.0111569,3077.3,1242.26,0.999634
"zeta[38,240]",-0.957245,0.0111877,0.625817,0.586109,-2.05554,-0.923296,0.0238518,3250.23,1630.24,0.999876
"zeta[38,241]",-1.04906,0.0128197,0.681017,0.700447,-2.17799,-1.05545,0.0384237,2894.57,2015.69,0.999651
"zeta[38,242]",-1.14495,0.0124295,0.685513,0.702122,-2.33685,-1.13549,-0.0811002,3081.08,1491.32,0.999468
"zeta[38,243]",-1.14767,0.0135515,0.720407,0.711385,-2.33378,-1.13893,0.0164117,2842.67,1629.68,1.0015
"zeta[38,244]",-1.14172,0.0137366,0.744654,0.727176,-2.40522,-1.13956,0.0639901,2918.73,1708.77,1.00102
"zeta[38,245]",-1.15113,0.0134404,0.75742,0.756637,-2.40064,-1.12439,0.0799891,3227.63,1363.08,1.0001
"zeta[38,246]",-1.15894,0.0134608,0.735372,0.745177,-2.38539,-1.15419,0.0263778,3044.18,1621.0,1.00076
"zeta[38,247]",-1.16739,0.0138369,0.699324,0.712019,-2.32832,-1.13266,-0.0136754,2603.21,1472.77,0.999974
"zeta[38,248]",-1.11003,0.0147329,0.675058,0.695385,-2.22727,-1.08989,-0.0240063,2231.93,1227.37,1.00181
"zeta[38,249]",-1.04249,0.0132388,0.638227,0.650409,-2.09846,-1.01474,-0.031811,2359.35,1343.96,0.999927
"zeta[38,250]",-0.870802,0.0120703,0.619785,0.605079,-1.91712,-0.867408,0.132892,2655.86,1578.0,0.999428
"zeta[38,251]",-0.71329,0.0108853,0.543815,0.547185,-1.64208,-0.681375,0.157945,2576.28,1790.04,1.00035
"zeta[38,252]",-0.614042,0.0110605,0.518166,0.521909,-1.51775,-0.583784,0.180865,2331.71,1383.65,1.00064
"zeta[38,253]",-0.37523,0.00948664,0.492582,0.492607,-1.19147,-0.366661,0.418112,2741.01,1751.85,1.00031
"zeta[38,254]",-0.144847,0.00995223,0.518255,0.504025,-0.980473,-0.131333,0.708613,2732.9,1419.93,1.0008
"zeta[38,255]",0.0755595,0.00864265,0.442401,0.442171,-0.670091,0.0842149,0.774764,2672.14,1559.67,1.00166
"zeta[38,256]",0.214836,0.00826606,0.407919,0.406921,-0.475251,0.22112,0.887082,2458.37,1592.38,1.00088
"zeta[38,257]",0.150236,0.0078058,0.404387,0.412299,-0.511133,0.158721,0.80796,2669.1,1605.03,1.00134
"zeta[38,258]",0.203396,0.00823293,0.382922,0.380723,-0.446371,0.21954,0.805268,2206.45,1677.35,1.00068
"zeta[38,259]",0.414957,0.00862405,0.381401,0.381791,-0.226043,0.430687,1.02156,1987.18,1460.97,1.00006
"zeta[38,260]",1.06401,0.00963821,0.412642,0.427345,0.386356,1.05383,1.73862,1856.33,1681.71,0.999426
"zeta[38,261]",1.72782,0.00759432,0.305186,0.295512,1.21277,1.72663,2.22652,1627.51,1593.86,1.00022
"zeta[39,1]",-0.103442,0.0230649,1.06774,1.07966,-1.80805,-0.108644,1.63796,2168.5,1367.86,1.00082
"zeta[39,2]",-0.111307,0.0211038,0.979576,0.960049,-1.67228,-0.100222,1.51743,2173.9,1482.9,1.00128
"zeta[39,3]",-0.115122,0.0187422,0.909549,0.925873,-1.61442,-0.141919,1.40389,2391.34,1638.72,1.00077
"zeta[39,4]",-0.12091,0.0162401,0.82223,0.803095,-1.45659,-0.129916,1.21687,2619.98,1321.7,1.00058
"zeta[39,5]",-0.137645,0.0135569,0.765148,0.733199,-1.42096,-0.137133,1.11546,3228.39,1761.13,1.0001
"zeta[39,6]",-0.149377,0.0120873,0.643492,0.618816,-1.26032,-0.138917,0.872431,2886.65,1744.8,1.00068
"zeta[39,7]",-0.166313,0.0098242,0.519579,0.518484,-1.05535,-0.146222,0.663777,2846.15,1705.02,1.00106
"zeta[39,8]",-0.127381,0.00940098,0.454901,0.466959,-0.894032,-0.106075,0.581117,2435.23,1589.62,1.00056
"zeta[39,9]",0.149212,0.0087255,0.405253,0.408459,-0.541751,0.167384,0.788839,2216.08,1665.95,1.00134
"zeta[39,10]",0.555492,0.00806126,0.35723,0.360264,-0.0540205,0.563496,1.11529,2012.31,1823.1,1.00184
"zeta[39,11]",0.916892,0.0074121,0.326276,0.326609,0.375736,0.921964,1.42229,2053.34,1711.48,1.0026
"zeta[39,12]",0.92737,0.00675279,0.311186,0.310393,0.40561,0.929895,1.42515,2142.45,1643.81,1.0018
"zeta[39,13]",1.14223,0.00655471,0.293373,0.281933,0.636165,1.14749,1.61812,2034.22,1638.68,1.0005
"zeta[39,14]",1.22426,0.00677718,0.296981,0.302806,0.73266,1.22833,1.70932,1940.52,1551.49,1.00073
"zeta[39,15]",1.46532,0.00626501,0.274575,0.286979,1.01399,1.47118,1.89958,1920.91,1859.91,1.00255
"zeta[39,16]",1.84148,0.00652567,0.252154,0.25076,1.44083,1.84309,2.26316,1541.71,1722.78,1.00185
"zeta[39,17]",1.93654,0.00625793,0.239696,0.246037,1.54472,1.93627,2.32945,1478.91,1384.33,1.00113
"zeta[39,18]",1.96508,0.00670667,0.241299,0.235896,1.56979,1.9613,2.3523,1385.68,1435.12,1.00114
"zeta[39,19]",1.82592,0.00787314,0.253675,0.255704,1.40855,1.82669,2.2394,1097.12,1546.09,1.0001
"zeta[39,20]",2.11337,0.0060337,0.231038,0.227238,1.71907,2.11836,2.49228,1514.19,1576.22,1.00017
"zeta[39,21]",1.91444,0.00584018,0.245824,0.25755,1.50522,1.92061,2.31855,1765.52,1558.32,1.00129
"zeta[39,22]",1.97762,0.00632242,0.243859,0.250241,1.57859,1.97504,2.36841,1561.02,1607.71,1.00001
"zeta[39,23]",1.87315,0.00649831,0.23884,0.232501,1.46729,1.8767,2.25314,1398.76,1822.51,1.00169
"zeta[39,24]",1.57357,0.0063847,0.270485,0.269463,1.1235,1.57926,2.01207,1817.22,1652.45,1.00026
"zeta[39,25]",1.19401,0.00642739,0.288435,0.29417,0.717198,1.20193,1.66771,2053.07,1529.84,1.00074
"zeta[39,26]",1.29944,0.00659496,0.310569,0.324371,0.781145,1.3069,1.79308,2210.63,1755.85,1.00117
"zeta[39,27]",1.09427,0.00864991,0.468958,0.463824,0.314585,1.10284,1.85054,2819.19,1483.56,1.00152
"zeta[39,28]",0.898583,0.0099905,0.535156,0.527419,0.00966438,0.909696,1.76779,2863.62,1273.74,1.00464
"zeta[39,29]",0.693234,0.0109401,0.542195,0.54422,-0.19575,0.704165,1.58881,2487.44,1484.74,0.999464
"zeta[39,30]",0.50073,0.00992507,0.495863,0.48594,-0.350503,0.539823,1.2759,2576.19,1665.66,0.999594
"zeta[39,31]",0.430429,0.0119378,0.648738,0.61867,-0.673077,0.45238,1.4551,3000.8,1829.23,1.0027
"zeta[39,32]",0.373673,0.0135453,0.748481,0.731532,-0.89231,0.384622,1.56911,3078.84,1644.4,1.00188
"zeta[39,33]",0.300846,0.0137754,0.832149,0.789031,-1.11897,0.32916,1.62685,3749.91,1727.68,1.00261
"zeta[39,34]",0.230204,0.0141947,0.912128,0.895298,-1.3064,0.23502,1.72149,3892.17,1375.3,1.00182
"zeta[39,35]",0.167714,0.0168307,1.00139,0.970359,-1.52718,0.219265,1.77011,3661.54,1435.09,1.0016
"zeta[39,36]",0.0984186,0.0184165,1.03844,1.04215,-1.61621,0.103601,1.78434,3202.77,1492.74,1.00152
"zeta[39,37]",0.0305464,0.0193962,1.09153,1.081,-1.81835,0.0191053,1.80333,3407.0,1528.3,1.00006
"zeta[39,38]",-0.0406533,0.0191792,1.13028,1.14794,-1.90408,-0.0576953,1.82068,3544.6,1527.36,1.00016
"zeta[39,39]",-0.112462,0.0196378,1.15992,1.16776,-2.00144,-0.125917,1.82659,3582.84,1583.76,1.00043
"zeta[39,40]",-0.175968,0.0205117,1.21248,1.20498,-2.19023,-0.18055,1.84121,3590.01,1440.71,0.999765
"zeta[39,41]",-0.260985,0.0207719,1.20319,1.22844,-2.25706,-0.252107,1.66896,3393.36,1276.24,0.999691
"zeta[39,42]",-0.32933,0.0202562,1.19341,1.22935,-2.3134,-0.296148,1.59552,3557.72,1500.14,0.999582
"zeta[39,43]",-0.415072,0.0207991,1.17697,1.14537,-2.43504,-0.373177,1.46598,3297.32,1433.72,1.00006
"zeta[39,44]",-0.484533,0.0212746,1.17741,1.1569,-2.5142,-0.450803,1.41099,3208.47,1367.77,1.00018
"zeta[39,45]",-0.549485,0.0211216,1.16411,1.1506,-2.52364,-0.52063,1.31673,3138.13,1722.96,1.00043
"zeta[39,46]",-0.618805,0.0216561,1.1901,1.16553,-2.61086,-0.601304,1.30076,3110.76,1564.94,1.0001
"zeta[39,47]",-0.691606,0.022269,1.17982,1.16962,-2.57632,-0.69473,1.17695,2886.53,1334.06,1.00088
"zeta[39,48]",-0.776851,0.0214903,1.15635,1.14064,-2.67277,-0.771861,1.03102,2943.62,1252.19,1.00167
"zeta[39,49]",-0.860642,0.0210291,1.13109,1.11486,-2.75366,-0.81628,0.910194,2890.13,1318.05,1.00067
"zeta[39,50]",-0.939661,0.0205626,1.09976,1.06098,-2.796,-0.891721,0.749244,2870.57,1413.57,1.00004
"zeta[39,51]",-1.02131,0.0200719,1.0795,1.06632,-2.85952,-0.964323,0.700458,2912.68,1441.51,1.00043
"zeta[39,52]",-1.0927,0.0182838,1.02356,1.00987,-2.82659,-1.04795,0.508854,3125.55,1540.58,1.00029
"zeta[39,53]",-1.16177,0.0181114,0.977049,0.976781,-2.824,-1.11368,0.399176,2955.56,1442.33,1.00362
"zeta[39,54]",-1.23794,0.0177372,0.931113,0.904595,-2.8259,-1.19369,0.207049,2857.03,1742.52,1.003
"zeta[39,55]",-1.31114,0.0177293,0.886294,0.866718,-2.84468,-1.25816,0.0218257,2584.23,1748.87,1.00125
"zeta[39,56]",-1.30982,0.0183778,0.867176,0.847089,-2.82744,-1.25291,0.00149927,2277.51,1666.71,1.00192
"zeta[39,57]",-1.30387,0.016967,0.852122,0.85833,-2.73066,-1.26885,0.0363031,2585.28,1725.75,1.00175
"zeta[39,58]",-1.31791,0.0179568,0.826072,0.824763,-2.74795,-1.26099,-0.0618837,2242.95,1875.82,1.00198
"zeta[39,59]",-1.24385,0.0188109,0.860773,0.834687,-2.75274,-1.19231,0.0882721,2202.8,1556.53,1.00342
"zeta[39,60]",-1.1564,0.018981,0.858486,0.850175,-2.61257,-1.13177,0.173464,2124.73,1593.87,1.00224
"zeta[39,61]",-1.0842,0.018387,0.840961,0.832168,-2.51053,-1.05806,0.264589,2143.98,1781.19,1.00274
"zeta[39,62]",-1.01935,0.0181681,0.810835,0.799136,-2.40877,-0.987245,0.256512,2015.94,1513.56,1.00424
"zeta[39,63]",-0.946622,0.0165191,0.76003,0.723249,-2.26728,-0.913755,0.204936,2187.76,1836.09,1.0018
"zeta[39,64]",-1.13786,0.01641,0.763556,0.762043,-2.44473,-1.09745,0.0412438,2258.66,1722.24,1.00201
"zeta[39,65]",-1.25449,0.0161538,0.809919,0.779899,-2.68289,-1.2229,0.0469471,2540.72,1661.51,1.00176
"zeta[39,66]",-1.36749,0.017277,0.839207,0.842777,-2.78683,-1.34994,-0.027019,2388.24,1912.32,1.00122
"zeta[39,67]",-1.48152,0.0170508,0.886051,0.884805,-2.96844,-1.47108,-0.0630799,2745.27,1866.54,1.00125
"zeta[39,68]",-1.59537,0.0169187,0.885989,0.868979,-3.13616,-1.55952,-0.182948,2849.65,1856.8,1.00058
"zeta[39,69]",-1.6963,0.0164159,0.888033,0.862933,-3.20474,-1.62881,-0.351344,3081.86,1712.52,1.0003
"zeta[39,70]",-1.77532,0.0173464,0.896034,0.902548,-3.3385,-1.72009,-0.377217,2721.31,1941.15,0.999843
"zeta[39,71]",-1.85641,0.0178372,0.901842,0.909293,-3.4378,-1.82314,-0.454351,2649.27,2088.01,0.999775
"zeta[39,72]",-1.91988,0.0179067,0.925393,0.912133,-3.54333,-1.84272,-0.492504,2809.48,1733.03,1.00016
"zeta[39,73]",-1.96214,0.0186525,0.93597,0.942415,-3.5765,-1.88875,-0.56452,2636.05,1735.37,1.00023
"zeta[39,74]",-1.99129,0.0188958,0.968632,0.976047,-3.66293,-1.92558,-0.525607,2725.67,1790.47,1.00053
"zeta[39,75]",-2.02195,0.0184658,0.971686,0.974431,-3.69627,-1.97711,-0.548952,2826.36,1587.14,1.00073
"zeta[39,76]",-2.00522,0.0191714,0.994919,1.02625,-3.68494,-1.95176,-0.477603,2759.13,1608.09,1.00087
"zeta[39,77]",-2.0028,0.0200443,1.03238,1.00887,-3.7611,-1.94155,-0.356735,2672.5,1408.52,1.00319
"zeta[39,78]",-2.00277,0.0211446,1.05957,1.066,-3.79699,-1.95929,-0.302018,2542.23,1601.59,1.00075
"zeta[39,79]",-2.00116,0.0219068,1.08962,1.07417,-3.90307,-1.95994,-0.293128,2515.94,1484.6,1.00088
"zeta[39,80]",-2.01349,0.0221888,1.10838,1.11251,-3.90435,-1.97597,-0.275661,2511.61,1408.14,1.00354
"zeta[39,81]",-2.01901,0.0229065,1.13989,1.13291,-3.90917,-1.99024,-0.245036,2495.79,1449.69,1.00108
"zeta[39,82]",-2.03619,0.0220309,1.12664,1.1196,-3.90415,-1.98933,-0.259321,2725.78,1624.98,1.00097
"zeta[39,83]",-2.03792,0.0223867,1.13112,1.10371,-3.94934,-1.99608,-0.257389,2698.39,1428.45,1.0007
"zeta[39,84]",-2.04649,0.0217928,1.13129,1.10706,-3.96775,-1.98389,-0.365957,2954.84,1273.62,1.00002
"zeta[39,85]",-2.06349,0.0207537,1.10951,1.09408,-3.96961,-1.98828,-0.367731,3101.03,1328.41,1.00015
"zeta[39,86]",-2.02661,0.0208399,1.11503,1.11753,-3.96702,-1.9409,-0.326054,3080.15,1427.37,1.00002
"zeta[39,87]",-2.0101,0.0200705,1.1023,1.10049,-3.9328,-1.91718,-0.308221,3403.1,1440.23,1.00076
"zeta[39,88]",-1.94096,0.0201883,1.1388,1.13836,-3.94952,-1.83635,-0.221054,3524.22,1495.32,1.00153
"zeta[39,89]",-1.87095,0.0197632,1.15718,1.12515,-3.92905,-1.79019,-0.0601727,3699.14,1326.7,1.00007
"zeta[39,90]",-1.80675,0.0207879,1.1953,1.20256,-3.83681,-1.77773,0.103958,3489.26,1321.48,0.999814
"zeta[39,91]",-1.75807,0.0205885,1.1979,1.21434,-3.83504,-1.70165,0.141035,3587.8,1357.36,0.999937
"zeta[39,92]",-1.70298,0.0212069,1.19964,1.19326,-3.75283,-1.69262,0.170379,3367.93,1259.44,0.999844
"zeta[39,93]",-1.63647,0.0207708,1.21089,1.21079,-3.65776,-1.64458,0.344334,3480.77,1221.91,1.0007
"zeta[39,94]",-1.58052,0.0210345,1.21955,1.20203,-3.59505,-1.59995,0.346419,3442.95,1357.94,1.00063
"zeta[39,95]",-1.52134,0.0212302,1.18542,1.16685,-3.5173,-1.50422,0.407849,3193.53,1406.7,0.999734
"zeta[39,96]",-1.47219,0.0212134,1.17588,1.16827,-3.40723,-1.44589,0.407978,3152.22,1468.6,0.999407
"zeta[39,97]",-1.41222,0.0208407,1.16373,1.15543,-3.29323,-1.41352,0.444933,3201.28,1694.91,0.999777
"zeta[39,98]",-1.35682,0.0205352,1.14668,1.10977,-3.28583,-1.34223,0.525761,3144.96,1612.4,0.999905
"zeta[39,99]",-1.30742,0.0205774,1.14287,1.10297,-3.20926,-1.30499,0.58685,3123.71,1438.38,0.999856
"zeta[39,100]",-1.24853,0.0199745,1.137,1.15115,-3.11547,-1.24628,0.578107,3349.06,1324.95,1.001
"zeta[39,101]",-1.20102,0.0195775,1.09876,1.08984,-2.99205,-1.19695,0.578083,3252.49,1470.38,1.00095
"zeta[39,102]",-1.17079,0.0181697,1.05813,1.01236,-2.97199,-1.16019,0.581094,3537.88,1371.35,1.00112
"zeta[39,103]",-1.12402,0.0175049,1.03565,1.02102,-2.85593,-1.1161,0.546264,3627.34,1448.76,1.0013
"zeta[39,104]",-1.07946,0.017145,0.989419,0.976655,-2.67237,-1.06878,0.513134,3398.59,1436.35,0.999765
"zeta[39,105]",-1.03748,0.0158232,0.922439,0.912652,-2.56713,-1.02551,0.46594,3427.96,1656.63,0.999221
"zeta[39,106]",-1.00052,0.0146458,0.869834,0.845508,-2.42865,-0.979253,0.394664,3599.78,1658.57,0.999378
"zeta[39,107]",-0.958411,0.0134428,0.791911,0.803214,-2.32498,-0.94438,0.29709,3644.22,1594.34,0.999819
"zeta[39,108]",-0.928919,0.0121909,0.687341,0.698292,-2.13044,-0.88058,0.111521,3338.58,1580.58,0.99953
"zeta[39,109]",-0.784745,0.0130795,0.682603,0.683435,-1.98393,-0.746874,0.285072,2872.1,1556.49,1.00032
"zeta[39,110]",-0.641042,0.0121531,0.630522,0.618733,-1.71028,-0.6177,0.3501,2738.28,1565.06,0.999494
"zeta[39,111]",-0.499476,0.0113708,0.539246,0.527023,-1.4127,-0.481839,0.341932,2360.35,1849.74,0.999562
"zeta[39,112]",-0.189487,0.0104279,0.470811,0.44995,-1.01236,-0.169834,0.54654,2084.22,2095.19,0.99979
"zeta[39,113]",-0.0427236,0.00937087,0.439292,0.442033,-0.767443,-0.0359776,0.657177,2181.92,1764.93,0.999316
"zeta[39,114]",0.187418,0.00793565,0.397533,0.384676,-0.48391,0.195497,0.822949,2550.24,1978.95,0.999809
"zeta[39,115]",0.364464,0.00820283,0.375275,0.361957,-0.258405,0.37619,0.958376,2198.22,1676.58,1.00011
"zeta[39,116]",0.578438,0.00791753,0.34538,0.337708,-0.0257624,0.595166,1.1148,1949.16,1741.32,1.00053
"zeta[39,117]",1.11004,0.00701969,0.308843,0.316952,0.590199,1.1179,1.60503,1946.4,1407.0,1.00024
"zeta[39,118]",1.49363,0.0065556,0.268734,0.260678,1.05872,1.4949,1.95002,1724.4,1598.04,1.00009
"zeta[39,119]",2.20904,0.00581908,0.228655,0.236149,1.82397,2.21704,2.5593,1586.64,1601.99,1.00227
"zeta[39,120]",2.33781,0.00671377,0.219004,0.219047,1.97473,2.3419,2.70103,1093.36,1625.74,1.00158
"zeta[39,121]",2.1738,0.00548252,0.229515,0.230218,1.79384,2.17148,2.55994,1778.1,1387.52,1.00039
"zeta[39,122]",1.67534,0.00635416,0.262764,0.267639,1.22188,1.68465,2.10678,1725.75,1611.77,1.00123
"zeta[39,123]",1.69019,0.00675178,0.261138,0.255067,1.26026,1.68624,2.11342,1563.72,1694.37,1.00163
"zeta[39,124]",1.62856,0.00609252,0.273132,0.265726,1.16205,1.6331,2.07145,2033.76,1593.5,1.00031
"zeta[39,125]",1.40632,0.00673218,0.274725,0.281894,0.953617,1.41037,1.84853,1749.05,1824.61,1.00016
"zeta[39,126]",1.57452,0.00617177,0.263454,0.258091,1.13447,1.57844,1.99631,1857.04,1423.78,1.00097
"zeta[39,127]",1.29977,0.0070394,0.28104,0.283399,0.846088,1.30344,1.7612,1590.91,1702.71,1.00179
"zeta[39,128]",1.48395,0.00672243,0.274396,0.277335,1.0242,1.49008,1.9357,1693.89,1281.78,1.00027
"zeta[39,129]",1.6058,0.00676033,0.272617,0.27205,1.15518,1.60683,2.04681,1607.24,1462.09,0.999956
"zeta[39,130]",1.35894,0.00657509,0.285209,0.278796,0.884224,1.35758,1.83088,1893.5,1613.92,1.00009
"zeta[39,131]",0.697435,0.00764601,0.330741,0.322696,0.137242,0.712335,1.24301,1964.78,1604.26,1.00033
"zeta[39,132]",0.251489,0.00860679,0.384815,0.370053,-0.394725,0.259315,0.882578,2005.8,1615.35,1.00082
"zeta[39,133]",-0.0311839,0.00867233,0.40643,0.410893,-0.730663,-0.012486,0.607959,2219.89,1728.24,1.00191
"zeta[39,134]",-0.0651362,0.00877687,0.426919,0.427078,-0.787924,-0.0549825,0.607786,2439.47,1751.67,0.999929
"zeta[39,135]",-0.0439181,0.00904703,0.457817,0.451008,-0.836208,-0.023649,0.667055,2580.28,1541.54,1.00393
"zeta[39,136]",-0.13156,0.00959524,0.48688,0.469136,-1.00666,-0.103726,0.631665,2693.98,1694.36,1.00121
"zeta[39,137]",-0.363823,0.010519,0.563184,0.579582,-1.32066,-0.339187,0.514483,2893.75,1855.01,1.00097
"zeta[39,138]",-0.60066,0.0108269,0.592695,0.604919,-1.59399,-0.600504,0.340504,3065.25,1744.97,1.00138
"zeta[39,139]",-0.690287,0.0119698,0.679996,0.68367,-1.84031,-0.677976,0.396535,3357.84,1728.33,1.00223
"zeta[39,140]",-0.774693,0.0129932,0.744018,0.755222,-2.03981,-0.765111,0.408788,3329.84,1550.17,1.00043
"zeta[39,141]",-0.864909,0.0134073,0.784543,0.766739,-2.21091,-0.857521,0.409649,3312.22,1488.22,1.00535
"zeta[39,142]",-0.949011,0.0132504,0.786119,0.797884,-2.28872,-0.938636,0.331064,3601.05,1595.65,1.00183
"zeta[39,143]",-1.02977,0.0132598,0.76997,0.759128,-2.31377,-1.01172,0.196123,3360.69,1532.68,1.00198
"zeta[39,144]",-1.12944,0.0126885,0.749049,0.736521,-2.40642,-1.0737,0.0528341,3584.29,1751.81,1.00288
"zeta[39,145]",-1.12851,0.013729,0.802944,0.797955,-2.46023,-1.08359,0.143927,3522.14,1431.81,1.00052
"zeta[39,146]",-1.13531,0.0142202,0.829291,0.797561,-2.54513,-1.11313,0.244419,3495.76,1324.17,1.00122
"zeta[39,147]",-1.13614,0.014967,0.858161,0.854437,-2.60091,-1.08574,0.184846,3377.05,1436.63,1.00037
"zeta[39,148]",-1.13047,0.0152602,0.838477,0.820764,-2.57486,-1.08506,0.177712,3137.7,1438.61,1.00199
"zeta[39,149]",-1.149,0.0141776,0.783925,0.761746,-2.45533,-1.10685,0.0906198,3100.74,1859.94,1.00096
