,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"zeta_raw[46,243]",-0.178054,0.0156153,0.933202,0.962683,-1.75158,-0.175917,1.36811,3589.14,1492.81,1.00116
"zeta_raw[46,244]",-0.210428,0.0148573,0.985697,0.958369,-1.94862,-0.192931,1.40996,4531.71,1413.89,0.999772
"zeta_raw[46,245]",-0.204012,0.0166177,0.990536,0.956665,-1.8547,-0.212171,1.43186,3648.31,1306.62,1.00535
"zeta_raw[46,246]",-0.238444,0.0158868,0.98876,0.98257,-1.83432,-0.220444,1.40164,3889.65,1370.44,1.00183
"zeta_raw[46,247]",-0.240743,0.0155641,0.966632,0.968686,-1.83165,-0.234607,1.32856,3884.16,1719.03,1.00042
"zeta_raw[46,248]",-0.230789,0.0152806,0.958892,0.966198,-1.7613,-0.234619,1.31727,3963.76,1532.84,0.999136
"zeta_raw[46,249]",-0.244339,0.0158638,0.972834,0.967732,-1.85054,-0.250403,1.36412,3833.82,1371.13,1.00199
"zeta_raw[46,250]",-0.248089,0.0134603,0.95638,0.950413,-1.81569,-0.259227,1.27679,5134.33,1485.07,0.999268
"zeta_raw[46,251]",-0.250359,0.0171737,0.964765,1.00827,-1.85353,-0.248754,1.28392,3181.67,1419.11,1.00113
"zeta_raw[46,252]",-0.268393,0.0153093,0.988859,0.959821,-1.90577,-0.265904,1.34219,4333.87,1215.39,1.00166
"zeta_raw[46,253]",-0.252688,0.0139638,0.9927,0.989445,-1.86491,-0.251231,1.35744,5180.03,1607.61,1.00109
"zeta_raw[46,254]",-0.260405,0.0179335,1.0166,0.999626,-1.90804,-0.259613,1.40877,3398.74,1411.36,1.0004
"zeta_raw[46,255]",-0.137569,0.0149988,0.988844,0.966589,-1.73685,-0.148668,1.53467,4405.21,1546.67,1.00407
"zeta_raw[46,256]",-0.0306053,0.0177816,1.00244,0.975884,-1.68624,-0.0204216,1.60562,3222.62,1473.51,0.999916
"zeta_raw[46,257]",-0.0159606,0.0144748,0.96489,0.956885,-1.6247,0.0103089,1.57599,4501.13,1071.0,1.00064
"zeta_raw[46,258]",0.010312,0.0168111,0.981817,1.00826,-1.59627,0.00790981,1.61573,3441.83,958.903,1.00071
"zeta_raw[46,259]",-0.00992042,0.0170499,0.990979,1.02011,-1.59998,-0.0155353,1.63038,3395.52,1431.4,1.00213
"zeta_raw[46,260]",-0.00524149,0.0163496,1.07414,1.07516,-1.77195,0.0155301,1.7333,4540.25,1196.44,1.00007
"zeta_raw[46,261]",-0.0257762,0.0152542,0.950385,0.970145,-1.59328,-0.0222636,1.5636,3906.48,1339.39,1.00388
"zeta_raw[47,1]",0.158879,0.0156766,0.742908,0.743555,-1.09768,0.150836,1.35139,2250.9,1514.71,0.999706
"zeta_raw[47,2]",0.0370257,0.0170798,1.0075,1.01199,-1.61837,0.0485021,1.67413,3582.68,1501.57,1.01033
"zeta_raw[47,3]",0.0247175,0.016781,0.999375,0.98453,-1.65751,0.0150017,1.64317,3582.27,1310.23,0.999941
"zeta_raw[47,4]",0.0353345,0.0164421,0.96746,0.968766,-1.52381,0.0314381,1.59651,3615.81,1534.77,0.999625
"zeta_raw[47,5]",0.0196959,0.0158514,0.993167,0.976568,-1.61362,0.0150422,1.69713,3957.04,1146.65,1.00012
"zeta_raw[47,6]",0.0647497,0.017043,0.913027,0.889406,-1.42119,0.0463452,1.63347,2927.49,1392.57,0.999879
"zeta_raw[47,7]",0.0597658,0.0166163,0.975426,0.970444,-1.51436,0.0715978,1.73246,3514.47,1225.87,1.0023
"zeta_raw[47,8]",0.0545889,0.0195797,1.02813,1.03837,-1.66641,0.050207,1.75497,2848.83,1377.33,0.999833
"zeta_raw[47,9]",0.0571573,0.0177183,0.997541,0.995769,-1.55793,0.0279314,1.69628,3268.29,1443.24,1.00083
"zeta_raw[47,10]",0.0510237,0.0164852,0.954781,0.979125,-1.49651,0.0465501,1.57878,3514.08,1543.26,1.0002
"zeta_raw[47,11]",0.07754,0.0162498,0.966377,0.983074,-1.47718,0.0792145,1.59458,3549.08,1422.24,1.00111
"zeta_raw[47,12]",0.637657,0.0154743,0.87674,0.897472,-0.813975,0.65271,2.03764,3217.32,1301.86,1.00138
"zeta_raw[47,13]",0.639676,0.0167747,0.895252,0.895653,-0.866247,0.64343,2.12279,2939.42,1157.96,0.999638
"zeta_raw[47,14]",1.08926,0.0138418,0.747565,0.754019,-0.12008,1.09496,2.33384,2951.81,1306.74,1.00126
"zeta_raw[47,15]",0.110949,0.0140263,0.710577,0.706447,-1.04203,0.0997089,1.30566,2634.68,1506.38,1.00051
"zeta_raw[47,16]",0.788789,0.0114455,0.664925,0.684143,-0.305357,0.792212,1.86725,3313.37,1454.44,0.999516
"zeta_raw[47,17]",0.0328435,0.0124851,0.665403,0.665537,-1.06753,0.0181742,1.13511,2792.39,1582.35,1.00344
"zeta_raw[47,18]",-1.86752,0.0133115,0.756615,0.720432,-3.1517,-1.86596,-0.614698,3234.18,1180.53,1.00157
"zeta_raw[47,19]",-0.439361,0.0133702,0.811824,0.837244,-1.81206,-0.396533,0.877311,3704.57,1698.07,0.999309
"zeta_raw[47,20]",-0.232408,0.0125983,0.80408,0.754255,-1.56097,-0.211663,1.10923,4264.35,1319.13,1.00119
"zeta_raw[47,21]",-0.10402,0.0143197,0.849843,0.852738,-1.48161,-0.121308,1.30786,3568.22,1470.67,1.00542
"zeta_raw[47,22]",-0.0103785,0.0155656,0.917206,0.937739,-1.49555,-0.0183485,1.47986,3494.73,1519.74,1.00077
"zeta_raw[47,23]",-0.0347111,0.0162245,0.895595,0.902792,-1.49623,-0.0197667,1.4117,3144.45,1535.61,1.00009
"zeta_raw[47,24]",-0.00297194,0.0160776,0.90483,0.894429,-1.44065,-0.0194861,1.4824,3219.98,1472.56,1.00034
"zeta_raw[47,25]",0.0106817,0.0154942,0.838039,0.840036,-1.31425,0.0187161,1.44207,2996.66,1340.02,1.00193
"zeta_raw[47,26]",0.0266803,0.0147554,0.833989,0.829222,-1.36277,0.0239973,1.38213,3251.32,1498.37,1.0049
"zeta_raw[47,27]",0.0627298,0.0182066,0.947653,0.942354,-1.46425,0.0471808,1.62101,2805.45,1406.73,1.00186
"zeta_raw[47,28]",0.0560302,0.0154726,0.883496,0.852698,-1.38741,0.0458334,1.4837,3299.6,1495.85,0.999368
"zeta_raw[47,29]",0.0481855,0.0161469,0.940028,0.942546,-1.46295,0.0332936,1.59966,3202.0,1127.31,0.999801
"zeta_raw[47,30]",-0.323723,0.0153414,0.876224,0.881055,-1.80766,-0.314806,1.12011,3307.47,1475.73,0.999422
"zeta_raw[47,31]",-0.429297,0.0151332,0.921855,0.922302,-1.96269,-0.436901,1.08045,3790.87,1414.98,1.00021
"zeta_raw[47,32]",-0.196865,0.0172873,0.951767,0.954194,-1.72292,-0.194416,1.38256,3056.79,1357.77,1.00287
"zeta_raw[47,33]",-0.216431,0.015367,0.932733,0.950693,-1.8216,-0.216438,1.30788,3666.91,1392.05,1.0002
"zeta_raw[47,34]",-0.225191,0.0154111,0.902597,0.914912,-1.73825,-0.215652,1.24464,3533.05,1286.42,1.00377
"zeta_raw[47,35]",-0.205186,0.0132503,0.901831,0.878142,-1.66506,-0.237492,1.2835,4683.34,1578.22,1.00059
"zeta_raw[47,36]",0.217941,0.0141717,0.903583,0.878893,-1.22302,0.196817,1.68789,3957.86,1478.01,1.00066
"zeta_raw[47,37]",0.217835,0.0139513,0.871528,0.904364,-1.1865,0.221259,1.68342,3971.9,1668.37,1.00009
"zeta_raw[47,38]",-0.102105,0.0137157,0.856191,0.853229,-1.517,-0.106451,1.30047,3965.08,1509.13,1.00087
"zeta_raw[47,39]",0.434161,0.0141706,0.855368,0.89534,-0.978285,0.438287,1.86058,3795.55,1324.87,1.00331
"zeta_raw[47,40]",1.04423,0.0144297,0.887515,0.903015,-0.428695,1.06929,2.46265,3792.46,1589.59,1.0035
"zeta_raw[47,41]",1.09074,0.0144672,0.857902,0.831772,-0.320024,1.08568,2.49709,3519.76,1503.65,1.0008
"zeta_raw[47,42]",0.679064,0.013824,0.774317,0.759861,-0.61653,0.685549,1.95059,3212.21,1509.01,1.00047
"zeta_raw[47,43]",-0.822975,0.0148915,0.786328,0.812999,-2.18165,-0.805473,0.432112,2816.27,1345.84,0.999612
"zeta_raw[47,44]",0.211031,0.012895,0.743915,0.722043,-1.01621,0.192785,1.43993,3308.8,1576.3,1.00033
"zeta_raw[47,45]",0.132566,0.0139494,0.76474,0.757897,-1.14106,0.138138,1.382,3012.31,1477.92,1.00101
"zeta_raw[47,46]",0.103989,0.0140473,0.750401,0.734482,-1.16585,0.113974,1.34064,2893.16,1606.16,1.00118
"zeta_raw[47,47]",0.47897,0.0132326,0.723131,0.7519,-0.698428,0.464191,1.67173,3071.49,1458.87,1.00004
"zeta_raw[47,48]",0.0108355,0.0141034,0.756162,0.729479,-1.24883,0.0484895,1.2141,2913.53,1543.53,0.999982
"zeta_raw[47,49]",-0.115405,0.0135157,0.75999,0.775492,-1.37375,-0.109842,1.13086,3185.47,1724.41,1.00019
"zeta_raw[47,50]",-0.888054,0.0149968,0.763845,0.777146,-2.12457,-0.891565,0.380784,2595.27,1538.48,1.00063
"zeta_raw[47,51]",-0.642453,0.0155029,0.832102,0.842891,-1.99737,-0.634288,0.715554,2955.17,955.776,1.00536
"zeta_raw[47,52]",-0.28684,0.0146445,0.817118,0.840548,-1.60028,-0.288328,1.04194,3123.06,1525.04,1.00078
"zeta_raw[47,53]",0.467177,0.0148369,0.797573,0.782587,-0.795877,0.459114,1.79728,2907.16,1479.85,1.00037
"zeta_raw[47,54]",0.453671,0.0135521,0.786839,0.800154,-0.835014,0.464237,1.70278,3383.95,1512.77,0.999651
"zeta_raw[47,55]",1.60392,0.0145577,0.790406,0.78004,0.321673,1.60793,2.90866,3001.54,1431.66,1.00482
"zeta_raw[47,56]",0.934369,0.0123846,0.674507,0.694949,-0.140453,0.953539,2.03503,3101.0,1807.17,1.00026
"zeta_raw[47,57]",0.194462,0.0126135,0.671679,0.653645,-0.945654,0.192811,1.28767,2822.89,1637.89,0.999473
"zeta_raw[47,58]",0.934852,0.0119685,0.631603,0.640395,-0.10636,0.939001,1.94471,2825.31,1661.59,1.00102
"zeta_raw[47,59]",-1.53701,0.0125278,0.680049,0.678601,-2.66059,-1.5377,-0.420467,2964.14,1509.74,0.999833
"zeta_raw[47,60]",-0.865878,0.0153244,0.791301,0.78123,-2.22333,-0.849442,0.419055,2790.41,1380.54,1.00079
"zeta_raw[47,61]",-0.696399,0.0162191,0.902426,0.878398,-2.21802,-0.669851,0.770348,3229.71,1637.58,0.999324
"zeta_raw[47,62]",-0.643975,0.0176049,0.919176,0.92056,-2.14852,-0.652362,0.841678,2787.53,1312.07,0.999844
"zeta_raw[47,63]",-0.311559,0.01576,0.924231,0.892778,-1.85748,-0.318331,1.22185,3511.57,1279.78,1.00385
"zeta_raw[47,64]",-0.307732,0.0159722,1.01529,1.04365,-1.96877,-0.30778,1.36955,4128.04,1575.85,0.999295
"zeta_raw[47,65]",-0.297321,0.0184009,0.949422,0.951487,-1.87738,-0.265239,1.2387,2687.79,1475.37,1.00405
"zeta_raw[47,66]",-0.244021,0.0162808,0.932697,0.931638,-1.78062,-0.231533,1.23794,3305.34,1608.9,1.00111
"zeta_raw[47,67]",-0.248765,0.0168414,0.984221,0.967523,-1.90805,-0.21632,1.32886,3476.69,1456.14,1.00299
"zeta_raw[47,68]",-0.263085,0.01662,0.969241,0.986042,-1.82434,-0.273253,1.30017,3467.38,1460.88,0.99974
"zeta_raw[47,69]",-0.283008,0.0163805,0.976327,0.995768,-1.83671,-0.298245,1.39359,3561.36,1351.9,1.00123
"zeta_raw[47,70]",-0.274835,0.017796,0.977206,0.946063,-1.93841,-0.2532,1.29391,3104.66,1240.27,0.999104
"zeta_raw[47,71]",-0.272757,0.0169974,0.966431,0.950925,-1.84176,-0.267613,1.31173,3196.0,1461.92,1.00053
"zeta_raw[47,72]",-0.294042,0.0161479,0.990147,0.953345,-1.90949,-0.305271,1.36676,3794.36,1180.65,1.00202
"zeta_raw[47,73]",0.00256793,0.0141281,0.954487,0.959929,-1.59543,0.000512675,1.61333,4656.76,1611.69,0.999668
"zeta_raw[47,74]",-0.0390839,0.015169,0.935939,0.939717,-1.58961,-0.0500069,1.49657,3831.27,1561.97,1.00288
"zeta_raw[47,75]",-0.0322324,0.0157895,0.985382,0.984956,-1.63196,-0.0227317,1.5755,3916.25,1533.08,1.00229
"zeta_raw[47,76]",-0.16008,0.0151502,0.98853,0.979809,-1.8252,-0.151717,1.44953,4282.86,1458.69,0.999731
"zeta_raw[47,77]",-0.180932,0.014706,0.985014,0.980723,-1.84058,-0.190696,1.42458,4401.62,1204.97,1.00036
"zeta_raw[47,78]",-0.149237,0.016744,0.97634,1.02067,-1.76071,-0.145521,1.44609,3437.48,1562.08,1.00426
"zeta_raw[47,79]",-0.144507,0.0150636,0.93605,0.946103,-1.72843,-0.139447,1.35341,3888.39,1449.57,0.999734
"zeta_raw[47,80]",-0.195741,0.016145,0.996207,0.97214,-1.86698,-0.197836,1.44427,3827.46,1094.37,1.00286
"zeta_raw[47,81]",-0.153163,0.0148715,0.994978,1.03508,-1.78651,-0.167718,1.4679,4461.59,1193.34,1.00424
"zeta_raw[47,82]",-0.198584,0.0156285,1.01635,1.03921,-1.83087,-0.195411,1.50284,4265.91,1616.55,1.00149
"zeta_raw[47,83]",-0.212842,0.0153747,1.00465,1.01312,-1.85205,-0.215859,1.4835,4352.37,1540.35,1.00142
"zeta_raw[47,84]",-0.19971,0.0193435,1.01495,0.996849,-1.87932,-0.21101,1.50024,2772.47,1352.09,0.99991
"zeta_raw[47,85]",-0.223276,0.0156302,0.959369,0.971491,-1.85555,-0.222139,1.38023,3846.85,1504.25,1.0001
"zeta_raw[47,86]",-0.21231,0.0182209,1.0513,1.07476,-1.87451,-0.21771,1.54422,3364.57,1283.41,1.00421
"zeta_raw[47,87]",-0.262274,0.0162367,0.980741,0.996167,-1.86459,-0.273725,1.30709,3678.29,1298.66,1.00332
"zeta_raw[47,88]",-0.237241,0.016019,1.01595,1.03032,-1.89432,-0.221874,1.43218,4080.14,1341.48,1.00492
"zeta_raw[47,89]",-0.255311,0.0183579,0.976385,0.945214,-1.86459,-0.254051,1.41494,2873.42,1365.28,0.999885
"zeta_raw[47,90]",-0.0704672,0.0148773,0.93809,0.955837,-1.65642,-0.0465921,1.49126,4001.91,1458.21,1.00164
"zeta_raw[47,91]",-0.081648,0.0147959,1.01871,1.043,-1.6973,-0.105107,1.57366,4503.7,1310.72,0.999472
"zeta_raw[47,92]",-0.0910966,0.0155873,0.983454,1.03304,-1.71192,-0.0975165,1.49603,4027.18,1462.37,1.00016
"zeta_raw[47,93]",-0.0681007,0.0158597,0.959087,0.94762,-1.67161,-0.0593933,1.49407,3671.46,1479.46,1.00066
"zeta_raw[47,94]",-0.0761983,0.0146535,0.940506,0.980388,-1.56555,-0.0920007,1.48321,4130.59,1490.29,1.00287
"zeta_raw[47,95]",-0.103658,0.0164503,1.02635,1.0414,-1.75901,-0.0952802,1.55255,3962.54,1455.86,1.0046
"zeta_raw[47,96]",-0.0895752,0.0162009,0.997054,1.00717,-1.74727,-0.0872236,1.46486,3830.38,1320.26,0.999423
"zeta_raw[47,97]",-0.123479,0.0174625,1.00865,0.988157,-1.82416,-0.147997,1.51835,3477.6,1287.84,1.00109
"zeta_raw[47,98]",-0.0793045,0.0166443,0.993181,1.00484,-1.72193,-0.0687209,1.54655,3653.78,1402.17,1.00033
"zeta_raw[47,99]",-0.0874362,0.0165596,1.04413,1.05955,-1.83623,-0.0914713,1.62382,4033.39,1267.09,1.00232
"zeta_raw[47,100]",-0.0934326,0.0162409,0.94115,0.893145,-1.58481,-0.0970009,1.44791,3409.44,1499.03,1.00552
"zeta_raw[47,101]",-0.095047,0.0176461,0.96276,0.999215,-1.66047,-0.0987845,1.46461,3010.43,1506.64,0.999237
"zeta_raw[47,102]",-0.110525,0.0170782,0.942773,0.907509,-1.70067,-0.0935459,1.45046,3110.64,1530.75,1.00233
"zeta_raw[47,103]",-0.121861,0.0150529,0.967844,0.940649,-1.69003,-0.140834,1.51769,4104.53,1438.43,1.0037
"zeta_raw[47,104]",-0.111476,0.0160853,0.979453,0.959792,-1.70882,-0.160868,1.5382,3652.77,1608.79,1.00048
"zeta_raw[47,105]",-0.105866,0.0160823,0.983319,0.984104,-1.71606,-0.115014,1.50957,4015.68,1416.22,1.00242
"zeta_raw[47,106]",-0.139877,0.0173398,0.984214,1.00161,-1.76962,-0.121226,1.52078,3242.19,1554.87,0.999729
"zeta_raw[47,107]",-0.162711,0.0175879,0.979216,0.996974,-1.73067,-0.19266,1.45374,3108.55,1515.8,0.999448
"zeta_raw[47,108]",-0.155916,0.0171826,1.01416,1.04632,-1.75458,-0.171577,1.51903,3549.68,1560.05,1.00124
"zeta_raw[47,109]",-0.15446,0.016796,1.05272,1.11748,-1.7794,-0.168454,1.53227,4054.16,1387.73,0.999829
"zeta_raw[47,110]",-0.159555,0.0144078,1.00412,1.03991,-1.80274,-0.157955,1.49842,4857.13,1611.15,1.00033
"zeta_raw[47,111]",-0.139102,0.0171642,0.942008,0.913061,-1.68346,-0.148292,1.40851,3109.29,1301.65,1.00187
"zeta_raw[47,112]",-0.186789,0.0154442,0.970725,0.952723,-1.82258,-0.179343,1.40004,4053.7,1190.1,1.00086
"zeta_raw[47,113]",-0.033652,0.0174426,0.998864,0.946699,-1.70659,-0.0110641,1.59877,3350.57,1303.16,1.00116
"zeta_raw[47,114]",0.123786,0.0159238,1.04612,1.00577,-1.62297,0.12018,1.90884,4597.89,1279.15,1.0013
"zeta_raw[47,115]",0.295754,0.0153041,0.960138,0.948354,-1.33154,0.292141,1.83939,4105.78,1619.59,1.00263
"zeta_raw[47,116]",0.272865,0.015739,0.969507,0.986832,-1.32122,0.28791,1.87739,3830.74,1437.65,0.999843
"zeta_raw[47,117]",0.27859,0.0151411,0.942651,0.949604,-1.25343,0.292701,1.86424,3922.51,1506.46,0.999937
"zeta_raw[47,118]",0.0796023,0.0165049,0.958875,0.998338,-1.46091,0.0823366,1.6229,3456.92,1106.53,1.00058
"zeta_raw[47,119]",0.10016,0.0160143,0.931639,0.940192,-1.42659,0.101636,1.62357,3517.97,1257.5,1.00343
"zeta_raw[47,120]",-0.0366984,0.0146021,0.960919,0.947147,-1.61976,-0.0290727,1.57315,4386.63,1388.01,1.00263
"zeta_raw[47,121]",-0.0827051,0.0152879,0.903164,0.8971,-1.58667,-0.063182,1.338,3511.26,1282.61,1.00218
"zeta_raw[47,122]",-0.197414,0.0125405,0.945469,0.937039,-1.75467,-0.199251,1.38966,5955.79,1283.42,1.00096
"zeta_raw[47,123]",-0.225291,0.0167419,0.972181,0.901377,-1.87043,-0.228015,1.41098,3476.6,929.29,1.0002
"zeta_raw[47,124]",-0.199118,0.0144712,0.98139,0.933657,-1.82589,-0.177398,1.41452,4920.25,1369.89,1.00152
"zeta_raw[47,125]",-0.20519,0.0151334,1.00003,1.01953,-1.76011,-0.202854,1.42189,4486.3,1547.39,1.00183
"zeta_raw[47,126]",-0.000256388,0.0156623,0.99117,0.997147,-1.63288,0.0131045,1.61916,4118.14,1391.91,1.0082
"zeta_raw[47,127]",0.0299427,0.0168499,1.01751,1.05507,-1.56837,0.0241376,1.7001,3862.71,1069.34,1.00055
"zeta_raw[47,128]",-0.0150523,0.0150816,1.00471,1.02311,-1.63855,-0.0209119,1.67094,4495.89,1462.56,0.999473
"zeta_raw[47,129]",0.0227356,0.0188267,0.972424,0.97145,-1.52841,0.0427066,1.60141,2813.07,1393.44,1.00194
"zeta_raw[47,130]",0.014434,0.0171462,0.99916,1.01786,-1.63039,0.0297152,1.66387,3413.97,1009.5,0.999755
"zeta_raw[47,131]",0.029399,0.0166933,1.0073,1.01853,-1.55774,0.0246954,1.62729,3605.36,1342.9,1.00072
"zeta_raw[47,132]",0.0212702,0.0158902,1.02592,1.00304,-1.64006,0.0369853,1.67541,4209.49,1297.03,1.00144
"zeta_raw[47,133]",0.0311393,0.0151974,1.01688,0.984467,-1.64378,0.0143082,1.70321,4541.53,1203.19,1.00047
"zeta_raw[47,134]",0.0489312,0.0153232,1.02627,1.0205,-1.64807,0.061239,1.69946,4490.78,1236.53,1.00193
"zeta_raw[47,135]",-0.0091433,0.0164683,1.01811,0.985792,-1.72885,0.00528309,1.67183,3868.05,1180.55,1.00304
"zeta_raw[47,136]",0.0325674,0.0164319,1.00981,1.01408,-1.61473,0.0452905,1.65547,3731.25,1557.53,1.00292
"zeta_raw[47,137]",0.0255489,0.0164701,1.03051,1.00462,-1.67953,0.0383825,1.72051,3992.68,1394.75,1.00086
"zeta_raw[47,138]",0.0444072,0.0159877,1.00648,1.01168,-1.63832,0.054905,1.63476,4000.49,1258.91,0.999383
"zeta_raw[47,139]",0.0542625,0.0138479,1.01821,1.04814,-1.56877,0.0288305,1.73799,5614.76,1353.06,1.00022
"zeta_raw[47,140]",0.00819444,0.0158875,0.956827,0.988807,-1.50257,-0.00500687,1.5671,3665.35,1436.23,1.00033
"zeta_raw[47,141]",0.0147626,0.0144296,1.00871,0.973219,-1.6153,-0.0164854,1.72928,4941.64,1105.69,1.0061
"zeta_raw[47,142]",0.041238,0.0151325,1.00379,1.04043,-1.5992,0.0463377,1.69978,4475.71,1264.19,1.00059
"zeta_raw[47,143]",0.0243069,0.0160996,1.00871,0.991839,-1.61831,0.0120465,1.62971,3941.62,1610.5,0.999437
"zeta_raw[47,144]",0.0500149,0.0170753,1.02763,1.02024,-1.65131,0.050227,1.75779,3709.84,1349.04,1.00159
"zeta_raw[47,145]",0.0423818,0.0162377,0.964811,0.988829,-1.49152,0.0490732,1.60778,3609.66,1365.58,1.00506
"zeta_raw[47,146]",0.0295756,0.0165162,0.979598,0.967641,-1.59357,0.0626623,1.64846,3577.55,1585.9,1.0014
"zeta_raw[47,147]",0.0369544,0.0154322,0.9943,1.00359,-1.64091,0.031782,1.6412,4298.42,1467.96,0.999805
"zeta_raw[47,148]",0.0297856,0.0171113,0.991752,0.994509,-1.55639,0.0440597,1.69087,3549.82,1507.46,1.00103
"zeta_raw[47,149]",0.0357865,0.0163113,0.957086,0.953127,-1.55367,0.0424776,1.63074,3550.11,1337.93,1.0013
"zeta_raw[47,150]",0.053255,0.0164616,0.974836,0.978648,-1.54919,0.0732507,1.61531,3557.96,1529.19,1.00082
"zeta_raw[47,151]",0.0402985,0.0139989,1.01753,1.00779,-1.58155,0.0430973,1.71607,5440.31,1418.29,1.00021
"zeta_raw[47,152]",0.0551842,0.0149578,0.963067,0.999759,-1.49995,0.0461424,1.64161,4270.19,1386.89,1.00558
"zeta_raw[47,153]",0.0600832,0.0143875,0.968817,0.960408,-1.52147,0.0534591,1.62794,4644.51,1035.03,1.00091
"zeta_raw[47,154]",0.0336033,0.0162313,0.959017,0.96988,-1.49624,0.0251114,1.60552,3488.44,1218.78,1.00042
"zeta_raw[47,155]",0.0601922,0.015769,0.97817,0.991659,-1.51833,0.0486179,1.69437,3814.86,1451.52,1.00249
"zeta_raw[47,156]",0.0607635,0.0144029,0.972166,0.978697,-1.56298,0.0653058,1.69339,4644.88,1359.62,1.00123
"zeta_raw[47,157]",0.0503545,0.0159473,0.985486,0.942585,-1.56038,0.0487205,1.72619,3794.93,1587.66,1.00025
"zeta_raw[47,158]",0.0717882,0.0150959,0.956929,0.934584,-1.53531,0.0632495,1.70504,4131.16,1236.76,1.00232
"zeta_raw[47,159]",0.0567368,0.0171955,0.992454,0.986426,-1.56116,0.0376777,1.68139,3337.32,1392.29,1.00039
"zeta_raw[47,160]",0.272356,0.0151565,0.859957,0.85677,-1.15661,0.264865,1.6854,3221.48,1657.16,1.00212
"zeta_raw[47,161]",0.601757,0.014588,0.84222,0.87248,-0.750482,0.602836,1.98709,3552.83,1484.2,1.001
"zeta_raw[47,162]",1.10122,0.0147009,0.818436,0.813984,-0.233723,1.09147,2.45739,3103.79,1353.71,0.99941
"zeta_raw[47,163]",1.05171,0.0137106,0.753908,0.746571,-0.165222,1.02469,2.26633,3063.78,1357.63,1.00196
"zeta_raw[47,164]",0.621108,0.0137603,0.713985,0.723449,-0.557759,0.61152,1.74443,2711.54,1363.87,1.00044
"zeta_raw[47,165]",0.961128,0.0132556,0.668022,0.657394,-0.117793,0.947779,2.07368,2562.8,1504.85,1.0012
"zeta_raw[47,166]",-0.14754,0.0121931,0.637699,0.645078,-1.20279,-0.134625,0.879809,2757.02,1611.46,1.00006
"zeta_raw[47,167]",0.319178,0.0129285,0.639708,0.670768,-0.717519,0.309145,1.35007,2479.77,1569.23,1.00211
"zeta_raw[47,168]",0.280148,0.0129004,0.647638,0.641288,-0.769851,0.276867,1.35223,2533.52,1611.98,1.00062
"zeta_raw[47,169]",-0.267284,0.0131545,0.650449,0.637609,-1.38326,-0.257997,0.7765,2550.12,1480.47,1.00058
"zeta_raw[47,170]",-1.30093,0.0134943,0.706908,0.701841,-2.47286,-1.30638,-0.12562,2790.12,1489.17,1.00025
"zeta_raw[47,171]",-1.38347,0.0146587,0.820424,0.828418,-2.75574,-1.36518,-0.0246154,3137.31,1305.85,1.0005
"zeta_raw[47,172]",-0.380932,0.0147492,0.808136,0.805555,-1.70878,-0.391094,0.939065,3111.08,1727.13,1.0027
"zeta_raw[47,173]",-0.424402,0.01391,0.868511,0.85498,-1.84542,-0.419229,1.00481,3922.14,1506.59,1.00072
"zeta_raw[47,174]",-0.163191,0.0165516,0.913152,0.917277,-1.64053,-0.161683,1.30232,3108.99,1402.51,0.999498
"zeta_raw[47,175]",-0.371728,0.0161281,0.994488,0.949269,-2.07871,-0.344417,1.24883,3856.07,1169.0,0.999696
"zeta_raw[47,176]",-0.386603,0.0160126,0.976219,0.96613,-1.98129,-0.37444,1.21677,3727.27,1274.38,1.00331
"zeta_raw[47,177]",-0.441979,0.0154229,0.931191,0.913265,-1.97288,-0.4076,0.990346,3704.05,1334.47,1.00112
"zeta_raw[47,178]",-0.411826,0.0148111,0.942809,0.96701,-1.92785,-0.426696,1.15424,4463.96,1636.3,0.999316
"zeta_raw[47,179]",-0.455691,0.0149239,0.978344,0.998856,-2.06616,-0.452322,1.18016,4308.05,1278.22,1.00029
"zeta_raw[47,180]",-0.466195,0.0160014,0.971249,0.950641,-2.03857,-0.47967,1.16073,3801.99,1298.5,1.00132
"zeta_raw[47,181]",-0.238228,0.0137421,0.961927,0.951319,-1.83596,-0.226245,1.30766,5121.85,1381.38,1.00194
"zeta_raw[47,182]",-0.215916,0.0159738,0.992595,1.02328,-1.82075,-0.210987,1.38029,3908.01,1331.21,1.00004
"zeta_raw[47,183]",-0.23744,0.0145336,1.01989,0.982445,-1.92971,-0.244676,1.45026,4989.87,1256.44,1.00024
"zeta_raw[47,184]",-0.0595059,0.0173406,0.991536,0.972463,-1.67116,-0.0492002,1.55278,3268.17,1459.92,1.00142
"zeta_raw[47,185]",-0.029597,0.0130064,0.976765,1.00396,-1.62124,-0.0088754,1.53209,5870.58,1566.16,1.00262
"zeta_raw[47,186]",-0.0198893,0.0175734,0.996589,0.968589,-1.64849,-0.0344402,1.55822,3296.41,1352.99,0.999776
"zeta_raw[47,187]",-0.0232669,0.0159855,0.942429,0.947771,-1.6184,-0.023086,1.53404,3484.07,1268.42,1.00266
"zeta_raw[47,188]",-0.0548648,0.0164465,1.03588,1.07411,-1.74952,-0.0327062,1.63576,3783.74,1350.69,1.00218
"zeta_raw[47,189]",-0.0315724,0.0159677,0.97932,0.990255,-1.65046,-0.0307436,1.51557,3779.08,1496.03,0.999924
